"","section","id","id_attack","acc"
"15993",5,15,63,0.375
"15994",6,15,63,0.571428571428571
"15995",7,15,63,0.833333333333333
"15996",1,15,57,0.75
"15997",2,15,57,0.5
"15998",3,15,57,0.5
"15999",4,15,57,1
"16000",5,15,57,0.25
"16001",6,15,57,0.6
"16002",7,15,57,0.5
"16003",1,15,71,0.5
"16004",2,15,71,0.75
"16005",3,15,71,0.714285714285714
"16006",4,15,71,0.75
"16007",5,15,71,0.8
"16008",6,15,71,0.4
"16009",7,15,71,0.4
"16010",1,15,56,0.3
"16011",2,15,56,0.111111111111111
"16012",3,15,56,0.5
"16013",4,15,56,0.428571428571429
"16014",5,15,56,0.75
"16015",6,15,56,0.3
"16016",7,15,56,0.285714285714286
"16017",1,15,13,0.444444444444444
"16018",2,15,13,0.5
"16019",3,15,13,0.8
"16020",4,15,13,0.6
"16021",5,15,13,0.5
"16022",6,15,13,0.5
"16023",7,15,13,0.25
"16024",1,15,65,0.6
"16025",2,15,65,0.666666666666667
"16026",3,15,65,0.5
"16027",4,15,65,0.4
"16028",5,15,65,0.6
"16029",6,15,65,0.75
"16030",7,15,65,0.75
"16031",1,15,11,0.5
"16032",2,15,11,0.555555555555556
"16033",3,15,11,0.75
"16034",4,15,11,0.75
"16035",5,15,11,0.25
"16036",6,15,11,0.5
"16037",7,15,11,0.5
"16038",1,15,45,0.6
"16039",2,15,45,0.166666666666667
"16040",3,15,45,0.5
"16041",4,15,45,0.5
"16042",5,15,45,0.4
"16043",6,15,45,0.5
"16044",7,15,45,0.4
"16045",1,15,54,0.285714285714286
"16046",2,15,54,0.333333333333333
"16047",3,15,54,0.5
"16048",4,15,54,0.166666666666667
"16049",5,15,54,0.6
"16050",6,15,54,0.5
"16051",7,15,54,0.833333333333333
"16052",1,15,3,0.166666666666667
"16053",2,15,3,0.285714285714286
"16054",3,15,3,0.142857142857143
"16055",4,15,3,0.142857142857143
"16056",5,15,3,0.142857142857143
"16057",6,15,3,0.111111111111111
"16058",7,15,3,0.142857142857143
"16059",1,15,49,0.166666666666667
"16060",2,15,49,0.285714285714286
"16061",3,15,49,0.5
"16062",4,15,49,0.4
"16063",5,15,49,0.25
"16064",6,15,49,0.714285714285714
"16065",7,15,49,0.5
"16066",1,13,24,0
"16067",2,13,24,0.25
"16068",3,13,24,0
"16069",4,13,24,0.25
"16070",5,13,24,0.25
"16071",6,13,24,0.25
"16072",7,13,24,0
"16073",1,13,7,0.2
"16074",2,13,7,0.125
"16075",3,13,7,0.5
"16076",4,13,7,0.5
"16077",5,13,7,0.75
"16078",6,13,7,0.25
"16079",7,13,7,0.6
"16080",1,13,40,0.5
"16081",2,13,40,0.285714285714286
"16082",3,13,40,0.75
"16083",4,13,40,0.333333333333333
"16084",5,13,40,0.5
"16085",6,13,40,0.5
"16086",7,13,40,0.333333333333333
"16087",1,13,67,0.5
"16088",2,13,67,0.5
"16089",3,13,67,0.5
"16090",4,13,67,0.2
"16091",5,13,67,0.5
"16092",6,13,67,0.5
"16093",7,13,67,0.75
"16094",1,13,50,0.75
"16095",2,13,50,0.75
"16096",3,13,50,0.333333333333333
"16097",4,13,50,0.5
"16098",5,13,50,0.5
"16099",6,13,50,1
"16100",7,13,50,0.75
"16101",1,13,6,0.333333333333333
"16102",2,13,6,0.142857142857143
"16103",3,13,6,0
"16104",4,13,6,1
"16105",5,13,6,0.285714285714286
"16106",6,13,6,0.5
"16107",7,13,6,0.5
"16108",1,13,58,0
"16109",2,13,58,0.4
"16110",3,13,58,0.5
"16111",4,13,58,0.75
"16112",5,13,58,0.5
"16113",6,13,58,0.75
"16114",7,13,58,0.5
"16115",1,13,66,0.333333333333333
"16116",2,13,66,0
"16117",3,13,66,0.5
"16118",4,13,66,0.8
"16119",5,13,66,0.25
"16120",6,13,66,0.714285714285714
"16121",7,13,66,0.8
"16122",1,13,47,0.4
"16123",2,13,47,0.25
"16124",3,13,47,0.5
"16125",4,13,47,0.5
"16126",5,13,47,0.75
"16127",6,13,47,0.5
"16128",7,13,47,0.6
"16129",1,13,19,0.4
"16130",2,13,19,0.75
"16131",3,13,19,0.5
"16132",4,13,19,0.5
"16133",5,13,19,0.2
"16134",6,13,19,0.75
"16135",7,13,19,0.428571428571429
"16136",1,13,27,0.6
"16137",2,13,27,0.181818181818182
"16138",3,13,27,0.4
"16139",4,13,27,0.25
"16140",5,13,27,0.25
"16141",6,13,27,1
"16142",7,13,27,0.333333333333333
"16143",1,13,26,0.285714285714286
"16144",2,13,26,0.3
"16145",3,13,26,0.25
"16146",4,13,26,0.4
"16147",5,13,26,0.111111111111111
"16148",6,13,26,0.222222222222222
"16149",7,13,26,0.125
"16150",1,13,62,0.4
"16151",2,13,62,0
"16152",3,13,62,0
"16153",4,13,62,0.75
"16154",5,13,62,0.6
"16155",6,13,62,0.333333333333333
"16156",7,13,62,0.2
"16157",1,13,68,0.75
"16158",2,13,68,0.5
"16159",3,13,68,0.75
"16160",4,13,68,0.5
"16161",5,13,68,0.75
"16162",6,13,68,0.5
"16163",7,13,68,1
"16164",1,13,42,0.8
"16165",2,13,42,0.5
"16166",3,13,42,0.25
"16167",4,13,42,0.5
"16168",5,13,42,0.5
"16169",6,13,42,0.75
"16170",7,13,42,0.25
"16171",1,13,12,0.125
"16172",2,13,12,0.142857142857143
"16173",3,13,12,0
"16174",4,13,12,0.2
"16175",5,13,12,0.125
"16176",6,13,12,0.25
"16177",7,13,12,0.75
"16178",1,13,69,0.166666666666667
"16179",2,13,69,0.6
"16180",3,13,69,0.166666666666667
"16181",4,13,69,0.5
"16182",5,13,69,0.5
"16183",6,13,69,0.75
"16184",7,13,69,0.75
"16185",1,13,73,0.2
"16186",2,13,73,0.5
"16187",3,13,73,0.25
"16188",4,13,73,0.5
"16189",5,13,73,0.2
"16190",6,13,73,0.25
"16191",7,13,73,0.6
"16192",1,13,44,1
"16193",2,13,44,0.5
"16194",3,13,44,0
"16195",4,13,44,0.5
"16196",5,13,44,0.75
"16197",6,13,44,0.4
"16198",7,13,44,0.5
"16199",1,13,10,0.125
"16200",2,13,10,0.75
"16201",3,13,10,0.5
"16202",4,13,10,1
"16203",5,13,10,0.5
"16204",6,13,10,0.25
"16205",7,13,10,0.5
"16206",1,13,41,0.8
"16207",2,13,41,0.8
"16208",3,13,41,0.6
"16209",4,13,41,0.75
"16210",5,13,41,1
"16211",6,13,41,0.25
"16212",7,13,41,0.333333333333333
"16213",1,13,70,0.4
"16214",2,13,70,0.5
"16215",3,13,70,0.6
"16216",4,13,70,0.5
"16217",5,13,70,0.25
"16218",6,13,70,0.5
"16219",7,13,70,0.4
"16220",1,13,48,0.2
"16221",2,13,48,0.75
"16222",3,13,48,0.75
"16223",4,13,48,0.75
"16224",5,13,48,0.5
"16225",6,13,48,0.25
"16226",7,13,48,0.5
"16227",1,13,8,0.142857142857143
"16228",2,13,8,0
"16229",3,13,8,0.125
"16230",4,13,8,0
"16231",5,13,8,0.166666666666667
"16232",6,13,8,0.166666666666667
"16233",7,13,8,0
"16234",1,13,9,0.142857142857143
"16235",2,13,9,0.166666666666667
"16236",3,13,9,0.285714285714286
"16237",4,13,9,0
"16238",5,13,9,0.166666666666667
"16239",6,13,9,0.25
"16240",7,13,9,0.25
"16241",1,13,25,0.428571428571429
"16242",2,13,25,0.333333333333333
"16243",3,13,25,0.285714285714286
"16244",4,13,25,0.166666666666667
"16245",5,13,25,0.2
"16246",6,13,25,0.428571428571429
"16247",7,13,25,0.4
"16248",1,13,20,0.428571428571429
"16249",2,13,20,0.285714285714286
"16250",3,13,20,0.25
"16251",4,13,20,0.5
"16252",5,13,20,0.75
"16253",6,13,20,0.5
"16254",7,13,20,0.6
"16255",1,13,17,0.833333333333333
"16256",2,13,17,0.2
"16257",3,13,17,0
"16258",4,13,17,0.25
"16259",5,13,17,0.4
"16260",6,13,17,0.5
"16261",7,13,17,0.75
"16262",1,13,51,0
"16263",2,13,51,0
"16264",3,13,51,0.142857142857143
"16265",4,13,51,0.6
"16266",5,13,51,1
"16267",6,13,51,0.25
"16268",7,13,51,0.75
"16269",1,13,55,0
"16270",2,13,55,0.25
"16271",3,13,55,0.444444444444444
"16272",4,13,55,0.125
"16273",5,13,55,0.111111111111111
"16274",6,13,55,0.166666666666667
"16275",7,13,55,0.4
"16276",1,13,64,0.5
"16277",2,13,64,0.6
"16278",3,13,64,0.5
"16279",4,13,64,0.444444444444444
"16280",5,13,64,0.6
"16281",6,13,64,0.5
"16282",7,13,64,1
"16283",1,13,72,0.5
"16284",2,13,72,0
"16285",3,13,72,0.25
"16286",4,13,72,0.75
"16287",5,13,72,0.75
"16288",6,13,72,0.25
"16289",7,13,72,0.75
"16290",1,13,43,0.25
"16291",2,13,43,0.5
"16292",3,13,43,0.5
"16293",4,13,43,0.571428571428571
"16294",5,13,43,0.8
"16295",6,13,43,0.25
"16296",7,13,43,0.428571428571429
"16297",1,13,1,0.75
"16298",2,13,1,0.6
"16299",3,13,1,0.2
"16300",4,13,1,0
"16301",5,13,1,0.333333333333333
"16302",6,13,1,0.4
"16303",7,13,1,0.5
"16304",1,13,18,0.142857142857143
"16305",2,13,18,0.25
"16306",3,13,18,0.25
"16307",4,13,18,0.75
"16308",5,13,18,0.5
"16309",6,13,18,0.5
"16310",7,13,18,0.6
"16311",1,13,53,0.142857142857143
"16312",2,13,53,0.75
"16313",3,13,53,0.375
"16314",4,13,53,0.333333333333333
"16315",5,13,53,0.75
"16316",6,13,53,0.75
"16317",7,13,53,0.6
"16318",1,13,52,0.4
"16319",2,13,52,0.285714285714286
"16320",3,13,52,0.428571428571429
"16321",4,13,52,0
"16322",5,13,52,0.5
"16323",6,13,52,0.6
"16324",7,13,52,0.75
"16325",1,13,2,0
"16326",2,13,2,0
"16327",3,13,2,0
"16328",4,13,2,0
"16329",5,13,2,0.5
"16330",6,13,2,0.5
"16331",7,13,2,0
"16332",1,13,61,0.125
"16333",2,13,61,0.428571428571429
"16334",3,13,61,0
"16335",4,13,61,0.285714285714286
"16336",5,13,61,0.571428571428571
"16337",6,13,61,0.5
"16338",7,13,61,0.4
"16339",1,13,74,0.8
"16340",2,13,74,0.5
"16341",3,13,74,0.571428571428571
"16342",4,13,74,0.25
"16343",5,13,74,0.5
"16344",6,13,74,0.5
"16345",7,13,74,0.5
"16346",1,13,63,0.454545454545455
"16347",2,13,63,0.454545454545455
"16348",3,13,63,0.363636363636364
"16349",4,13,63,0.222222222222222
"16350",5,13,63,0.25
"16351",6,13,63,0.428571428571429
"16352",7,13,63,0.666666666666667
"16353",1,13,57,0.5
"16354",2,13,57,0.5
"16355",3,13,57,0.5
"16356",4,13,57,0.75
"16357",5,13,57,0.25
"16358",6,13,57,0.6
"16359",7,13,57,0.5
"16360",1,13,71,0.75
"16361",2,13,71,0.25
"16362",3,13,71,0.714285714285714
"16363",4,13,71,0.75
"16364",5,13,71,0.6
"16365",6,13,71,0.4
"16366",7,13,71,0.2
"16367",1,13,56,0.3
"16368",2,13,56,0.111111111111111
"16369",3,13,56,1
"16370",4,13,56,0.428571428571429
"16371",5,13,56,0.625
"16372",6,13,56,0.3
"16373",7,13,56,0.142857142857143
"16374",1,13,15,0.222222222222222
"16375",2,13,15,0.142857142857143
"16376",3,13,15,0.142857142857143
"16377",4,13,15,0.285714285714286
"16378",5,13,15,0.285714285714286
"16379",6,13,15,0.166666666666667
"16380",7,13,15,0.75
"16381",1,13,65,0.8
"16382",2,13,65,0.5
"16383",3,13,65,0.5
"16384",4,13,65,0
"16385",5,13,65,0.4
"16386",6,13,65,0.5
"16387",7,13,65,1
"16388",1,13,11,0.25
"16389",2,13,11,0.111111111111111
"16390",3,13,11,0.5
"16391",4,13,11,0.25
"16392",5,13,11,0.25
"16393",6,13,11,0.5
"16394",7,13,11,0.333333333333333
"16395",1,13,45,0.4
"16396",2,13,45,0.333333333333333
"16397",3,13,45,0.5
"16398",4,13,45,0.5
"16399",5,13,45,0.4
"16400",6,13,45,0.5
"16401",7,13,45,0.4
"16402",1,13,54,0.142857142857143
"16403",2,13,54,0.222222222222222
"16404",3,13,54,0.5
"16405",4,13,54,0.333333333333333
"16406",5,13,54,0.8
"16407",6,13,54,0.333333333333333
"16408",7,13,54,0.5
"16409",1,13,3,0
"16410",2,13,3,0
"16411",3,13,3,0.142857142857143
"16412",4,13,3,0
"16413",5,13,3,0
"16414",6,13,3,0.111111111111111
"16415",7,13,3,0
"16416",1,13,49,0
"16417",2,13,49,0
"16418",3,13,49,0.75
"16419",4,13,49,0.8
"16420",5,13,49,0.5
"16421",6,13,49,0.428571428571429
"16422",7,13,49,0.25
"16423",1,65,24,0.25
"16424",2,65,24,0.25
"16425",3,65,24,0.2
"16426",4,65,24,0.25
"16427",5,65,24,0.25
"16428",6,65,24,0.5
"16429",7,65,24,0
"16430",1,65,7,0.2
"16431",2,65,7,0.125
"16432",3,65,7,0.25
"16433",4,65,7,0.25
"16434",5,65,7,0.5
"16435",6,65,7,0.25
"16436",7,65,7,0.4
"16437",1,65,40,0
"16438",2,65,40,0.285714285714286
"16439",3,65,40,0.25
"16440",4,65,40,0.5
"16441",5,65,40,0.5
"16442",6,65,40,0.25
"16443",7,65,40,0.333333333333333
"16444",1,65,67,0.5
"16445",2,65,67,0.25
"16446",3,65,67,0.625
"16447",4,65,67,0.2
"16448",5,65,67,0.5
"16449",6,65,67,0.25
"16450",7,65,67,0.75
"16451",1,65,50,0
"16452",2,65,50,0.5
"16453",3,65,50,0.166666666666667
"16454",4,65,50,0.5
"16455",5,65,50,0.5
"16456",6,65,50,0.5
"16457",7,65,50,0.5
"16458",1,65,6,0.166666666666667
"16459",2,65,6,0.142857142857143
"16460",3,65,6,0
"16461",4,65,6,0.4
"16462",5,65,6,0.142857142857143
"16463",6,65,6,0.5
"16464",7,65,6,0.25
"16465",1,65,58,0.2
"16466",2,65,58,0.6
"16467",3,65,58,0.75
"16468",4,65,58,0.5
"16469",5,65,58,0.5
"16470",6,65,58,0.5
"16471",7,65,58,0.5
"16472",1,65,66,0.166666666666667
"16473",2,65,66,0.4
"16474",3,65,66,0
"16475",4,65,66,1
"16476",5,65,66,0.25
"16477",6,65,66,0.285714285714286
"16478",7,65,66,0.6
"16479",1,65,47,0.6
"16480",2,65,47,0.75
"16481",3,65,47,1
"16482",4,65,47,1
"16483",5,65,47,0.75
"16484",6,65,47,1
"16485",7,65,47,0.6
"16486",1,65,19,0.4
"16487",2,65,19,0.25
"16488",3,65,19,0.25
"16489",4,65,19,0.25
"16490",5,65,19,0.2
"16491",6,65,19,0.25
"16492",7,65,19,0.142857142857143
"16493",1,65,27,0.6
"16494",2,65,27,0.0909090909090909
"16495",3,65,27,0.4
"16496",4,65,27,0.5
"16497",5,65,27,0.125
"16498",6,65,27,0.6
"16499",7,65,27,0
"16500",1,65,26,0.285714285714286
"16501",2,65,26,0.1
"16502",3,65,26,0.125
"16503",4,65,26,0.2
"16504",5,65,26,0
"16505",6,65,26,0.111111111111111
"16506",7,65,26,0
"16507",1,65,62,0.2
"16508",2,65,62,0
"16509",3,65,62,0
"16510",4,65,62,0.75
"16511",5,65,62,0.4
"16512",6,65,62,0.166666666666667
"16513",7,65,62,0
"16514",1,65,68,0.5
"16515",2,65,68,0.5
"16516",3,65,68,0.5
"16517",4,65,68,0.5
"16518",5,65,68,0.75
"16519",6,65,68,0.75
"16520",7,65,68,0
"16521",1,65,42,0.8
"16522",2,65,42,0.25
"16523",3,65,42,0.5
"16524",4,65,42,0.5
"16525",5,65,42,0.5
"16526",6,65,42,0.5
"16527",7,65,42,0.5
"16528",1,65,12,0
"16529",2,65,12,0.142857142857143
"16530",3,65,12,0
"16531",4,65,12,0.2
"16532",5,65,12,0.25
"16533",6,65,12,0.125
"16534",7,65,12,0.5
"16535",1,65,69,0.166666666666667
"16536",2,65,69,0.4
"16537",3,65,69,0
"16538",4,65,69,0
"16539",5,65,69,0.5
"16540",6,65,69,0.5
"16541",7,65,69,0.75
"16542",1,65,73,0
"16543",2,65,73,0.75
"16544",3,65,73,0.25
"16545",4,65,73,0.75
"16546",5,65,73,0.4
"16547",6,65,73,0.25
"16548",7,65,73,0.4
"16549",1,65,44,0.75
"16550",2,65,44,0.5
"16551",3,65,44,0.5
"16552",4,65,44,0.25
"16553",5,65,44,0.5
"16554",6,65,44,0.2
"16555",7,65,44,0.5
"16556",1,65,10,0.125
"16557",2,65,10,0.25
"16558",3,65,10,0.5
"16559",4,65,10,0.8
"16560",5,65,10,0.25
"16561",6,65,10,0.25
"16562",7,65,10,0.5
"16563",1,65,41,0.2
"16564",2,65,41,0.4
"16565",3,65,41,0.2
"16566",4,65,41,0.25
"16567",5,65,41,0.75
"16568",6,65,41,0.25
"16569",7,65,41,0
"16570",1,65,70,0.2
"16571",2,65,70,0.5
"16572",3,65,70,0.2
"16573",4,65,70,0.25
"16574",5,65,70,0
"16575",6,65,70,0.5
"16576",7,65,70,0.8
"16577",1,65,48,0.2
"16578",2,65,48,0.75
"16579",3,65,48,0.5
"16580",4,65,48,0.5
"16581",5,65,48,0.5
"16582",6,65,48,0.5
"16583",7,65,48,0.75
"16584",1,65,8,0.0952380952380952
"16585",2,65,8,0.2
"16586",3,65,8,0.375
"16587",4,65,8,0
"16588",5,65,8,0
"16589",6,65,8,0.166666666666667
"16590",7,65,8,0.166666666666667
"16591",1,65,9,0.142857142857143
"16592",2,65,9,0.333333333333333
"16593",3,65,9,0.142857142857143
"16594",4,65,9,0
"16595",5,65,9,0.333333333333333
"16596",6,65,9,0.25
"16597",7,65,9,0.5
"16598",1,65,25,0.428571428571429
"16599",2,65,25,0.333333333333333
"16600",3,65,25,0.285714285714286
"16601",4,65,25,0.166666666666667
"16602",5,65,25,0.2
"16603",6,65,25,0.142857142857143
"16604",7,65,25,0.2
"16605",1,65,20,0.428571428571429
"16606",2,65,20,0
"16607",3,65,20,0.25
"16608",4,65,20,0.25
"16609",5,65,20,0.5
"16610",6,65,20,0.25
"16611",7,65,20,0.2
"16612",1,65,17,0.5
"16613",2,65,17,0.2
"16614",3,65,17,0.166666666666667
"16615",4,65,17,0.25
"16616",5,65,17,0.4
"16617",6,65,17,0.5
"16618",7,65,17,0.5
"16619",1,65,51,0
"16620",2,65,51,0
"16621",3,65,51,0.142857142857143
"16622",4,65,51,0.4
"16623",5,65,51,0.75
"16624",6,65,51,0.5
"16625",7,65,51,1
"16626",1,65,55,0
"16627",2,65,55,0.125
"16628",3,65,55,0.222222222222222
"16629",4,65,55,0.125
"16630",5,65,55,0.111111111111111
"16631",6,65,55,0.166666666666667
"16632",7,65,55,0
"16633",1,65,64,0.5
"16634",2,65,64,0.8
"16635",3,65,64,0.666666666666667
"16636",4,65,64,0.444444444444444
"16637",5,65,64,0.4
"16638",6,65,64,0.75
"16639",7,65,64,0.75
"16640",1,65,72,0
"16641",2,65,72,0.4
"16642",3,65,72,0.5
"16643",4,65,72,0.25
"16644",5,65,72,0.75
"16645",6,65,72,0.125
"16646",7,65,72,1
"16647",1,65,43,0.5
"16648",2,65,43,0.5
"16649",3,65,43,0.5
"16650",4,65,43,0.571428571428571
"16651",5,65,43,0.4
"16652",6,65,43,0.125
"16653",7,65,43,0.142857142857143
"16654",1,65,1,0.5
"16655",2,65,1,0.4
"16656",3,65,1,0.2
"16657",4,65,1,0
"16658",5,65,1,0.333333333333333
"16659",6,65,1,0.4
"16660",7,65,1,0.5
"16661",1,65,18,0.142857142857143
"16662",2,65,18,0.25
"16663",3,65,18,0.25
"16664",4,65,18,0.25
"16665",5,65,18,0.25
"16666",6,65,18,0.25
"16667",7,65,18,0.4
"16668",1,65,53,0.285714285714286
"16669",2,65,53,0.25
"16670",3,65,53,0.25
"16671",4,65,53,0.166666666666667
"16672",5,65,53,0.75
"16673",6,65,53,0.5
"16674",7,65,53,0.4
"16675",1,65,52,0.6
"16676",2,65,52,0.428571428571429
"16677",3,65,52,0.285714285714286
"16678",4,65,52,0.2
"16679",5,65,52,0.5
"16680",6,65,52,0.4
"16681",7,65,52,0.5
"16682",1,65,2,0
"16683",2,65,2,0
"16684",3,65,2,0
"16685",4,65,2,0.166666666666667
"16686",5,65,2,0.5
"16687",6,65,2,0.5
"16688",7,65,2,0
"16689",1,65,61,0
"16690",2,65,61,0.285714285714286
"16691",3,65,61,0
"16692",4,65,61,0.285714285714286
"16693",5,65,61,0.642857142857143
"16694",6,65,61,0.5
"16695",7,65,61,0.4
"16696",1,65,74,0.8
"16697",2,65,74,0.25
"16698",3,65,74,0.285714285714286
"16699",4,65,74,0.5
"16700",5,65,74,0.25
"16701",6,65,74,0.5
"16702",7,65,74,1
"16703",1,65,63,0.181818181818182
"16704",2,65,63,0.181818181818182
"16705",3,65,63,0.272727272727273
"16706",4,65,63,0.111111111111111
"16707",5,65,63,0.25
"16708",6,65,63,0.285714285714286
"16709",7,65,63,0.666666666666667
"16710",1,65,57,0.5
"16711",2,65,57,0.25
"16712",3,65,57,0.5
"16713",4,65,57,0.75
"16714",5,65,57,0.25
"16715",6,65,57,0.6
"16716",7,65,57,0.25
"16717",1,65,71,0.75
"16718",2,65,71,1
"16719",3,65,71,0.571428571428571
"16720",4,65,71,0.75
"16721",5,65,71,0.6
"16722",6,65,71,0.4
"16723",7,65,71,0.4
"16724",1,65,56,0.1
"16725",2,65,56,0.111111111111111
"16726",3,65,56,0.333333333333333
"16727",4,65,56,0.285714285714286
"16728",5,65,56,0.25
"16729",6,65,56,0.3
"16730",7,65,56,0.142857142857143
"16731",1,65,15,0.333333333333333
"16732",2,65,15,0
"16733",3,65,15,0.214285714285714
"16734",4,65,15,0.142857142857143
"16735",5,65,15,0.285714285714286
"16736",6,65,15,0.166666666666667
"16737",7,65,15,0.5
"16738",1,65,13,0.111111111111111
"16739",2,65,13,0.25
"16740",3,65,13,0.4
"16741",4,65,13,0.4
"16742",5,65,13,0.5
"16743",6,65,13,0.5
"16744",7,65,13,0.25
"16745",1,65,11,0.25
"16746",2,65,11,0.111111111111111
"16747",3,65,11,0.25
"16748",4,65,11,0.5
"16749",5,65,11,0.25
"16750",6,65,11,0.25
"16751",7,65,11,0.166666666666667
"16752",1,65,45,0.4
"16753",2,65,45,0.166666666666667
"16754",3,65,45,0.333333333333333
"16755",4,65,45,0.25
"16756",5,65,45,0.2
"16757",6,65,45,0.5
"16758",7,65,45,0.4
"16759",1,65,54,0.142857142857143
"16760",2,65,54,0.111111111111111
"16761",3,65,54,0.5
"16762",4,65,54,0.333333333333333
"16763",5,65,54,0.6
"16764",6,65,54,0.333333333333333
"16765",7,65,54,0.5
"16766",1,65,3,0
"16767",2,65,3,0
"16768",3,65,3,0.142857142857143
"16769",4,65,3,0
"16770",5,65,3,0
"16771",6,65,3,0.111111111111111
"16772",7,65,3,0
"16773",1,65,49,0
"16774",2,65,49,0
"16775",3,65,49,0.75
"16776",4,65,49,0.8
"16777",5,65,49,0.25
"16778",6,65,49,0.428571428571429
"16779",7,65,49,0.5
"16780",1,11,24,0.25
"16781",2,11,24,0.5
"16782",3,11,24,0.4
"16783",4,11,24,0.5
"16784",5,11,24,0.25
"16785",6,11,24,0.75
"16786",7,11,24,0
"16787",1,11,7,0.2
"16788",2,11,7,0.125
"16789",3,11,7,0.25
"16790",4,11,7,0.5
"16791",5,11,7,0.75
"16792",6,11,7,0.5
"16793",7,11,7,1
"16794",1,11,40,0.166666666666667
"16795",2,11,40,0.142857142857143
"16796",3,11,40,0.375
"16797",4,11,40,0.5
"16798",5,11,40,0.166666666666667
"16799",6,11,40,0.125
"16800",7,11,40,0.5
"16801",1,11,67,0.25
"16802",2,11,67,0.75
"16803",3,11,67,0.75
"16804",4,11,67,0.6
"16805",5,11,67,0.75
"16806",6,11,67,0.75
"16807",7,11,67,0.75
"16808",1,11,50,0.5
"16809",2,11,50,0.5
"16810",3,11,50,0.333333333333333
"16811",4,11,50,0.75
"16812",5,11,50,0.75
"16813",6,11,50,0.75
"16814",7,11,50,1
"16815",1,11,6,0.333333333333333
"16816",2,11,6,0.142857142857143
"16817",3,11,6,0.125
"16818",4,11,6,0.6
"16819",5,11,6,0.428571428571429
"16820",6,11,6,0.75
"16821",7,11,6,0.25
"16822",1,11,58,0.4
"16823",2,11,58,0.2
"16824",3,11,58,1
"16825",4,11,58,0.5
"16826",5,11,58,0.5
"16827",6,11,58,0.25
"16828",7,11,58,0.5
"16829",1,11,66,0.166666666666667
"16830",2,11,66,0.2
"16831",3,11,66,0.166666666666667
"16832",4,11,66,0.6
"16833",5,11,66,0
"16834",6,11,66,0.285714285714286
"16835",7,11,66,0.2
"16836",1,11,47,0.4
"16837",2,11,47,0.5
"16838",3,11,47,0.75
"16839",4,11,47,1
"16840",5,11,47,0.25
"16841",6,11,47,0.5
"16842",7,11,47,0.8
"16843",1,11,19,0
"16844",2,11,19,0.25
"16845",3,11,19,0.5
"16846",4,11,19,0.5
"16847",5,11,19,0.2
"16848",6,11,19,0
"16849",7,11,19,0.571428571428571
"16850",1,11,27,0.8
"16851",2,11,27,0.181818181818182
"16852",3,11,27,0.6
"16853",4,11,27,0.5
"16854",5,11,27,0.125
"16855",6,11,27,0.8
"16856",7,11,27,0
"16857",1,11,26,0.285714285714286
"16858",2,11,26,0.3
"16859",3,11,26,0.25
"16860",4,11,26,0.2
"16861",5,11,26,0.222222222222222
"16862",6,11,26,0.333333333333333
"16863",7,11,26,0.375
"16864",1,11,62,0.2
"16865",2,11,62,0
"16866",3,11,62,0
"16867",4,11,62,0.75
"16868",5,11,62,0.8
"16869",6,11,62,0.333333333333333
"16870",7,11,62,0
"16871",1,11,68,0.75
"16872",2,11,68,0.75
"16873",3,11,68,1
"16874",4,11,68,0.5
"16875",5,11,68,0.5
"16876",6,11,68,0.75
"16877",7,11,68,0.5
"16878",1,11,42,0.6
"16879",2,11,42,0.25
"16880",3,11,42,0.5
"16881",4,11,42,0.25
"16882",5,11,42,0.5
"16883",6,11,42,0.75
"16884",7,11,42,0.5
"16885",1,11,12,0.125
"16886",2,11,12,0.142857142857143
"16887",3,11,12,0.1
"16888",4,11,12,0.2
"16889",5,11,12,0.375
"16890",6,11,12,0.125
"16891",7,11,12,0.75
"16892",1,11,69,0.166666666666667
"16893",2,11,69,0.8
"16894",3,11,69,0.166666666666667
"16895",4,11,69,0.25
"16896",5,11,69,0.5
"16897",6,11,69,0.75
"16898",7,11,69,0.5
"16899",1,11,73,0
"16900",2,11,73,0.5
"16901",3,11,73,0.25
"16902",4,11,73,0.75
"16903",5,11,73,0.4
"16904",6,11,73,0.25
"16905",7,11,73,0.6
"16906",1,11,44,1
"16907",2,11,44,0.5
"16908",3,11,44,0.75
"16909",4,11,44,0.75
"16910",5,11,44,0.75
"16911",6,11,44,0.2
"16912",7,11,44,0.75
"16913",1,11,10,0.125
"16914",2,11,10,0.75
"16915",3,11,10,0.5
"16916",4,11,10,0.6
"16917",5,11,10,0.75
"16918",6,11,10,0.5
"16919",7,11,10,0.5
"16920",1,11,41,0.4
"16921",2,11,41,0.4
"16922",3,11,41,0.6
"16923",4,11,41,0.75
"16924",5,11,41,0.75
"16925",6,11,41,0.25
"16926",7,11,41,0.166666666666667
"16927",1,11,70,0.4
"16928",2,11,70,0.75
"16929",3,11,70,0.2
"16930",4,11,70,0.25
"16931",5,11,70,0.25
"16932",6,11,70,0.25
"16933",7,11,70,0.2
"16934",1,11,48,0.2
"16935",2,11,48,0.75
"16936",3,11,48,1
"16937",4,11,48,0.75
"16938",5,11,48,1
"16939",6,11,48,0.5
"16940",7,11,48,0.5
"16941",1,11,8,0.142857142857143
"16942",2,11,8,0.1
"16943",3,11,8,0.25
"16944",4,11,8,0
"16945",5,11,8,0
"16946",6,11,8,0.333333333333333
"16947",7,11,8,0.166666666666667
"16948",1,11,9,0.428571428571429
"16949",2,11,9,0.333333333333333
